INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
Northeastern Junior College,136100,7,,0.3356,0.2872,,3670,5754,0.688311688,5500,53339.16,2,2,1,0,0,33,11436,Associates,Public,Rocky Mtns,Town: Remote,Town
University of Northern Colorado,134900,7,1031,0.341,0.5682,0.893462131,10213,7624,0.834288692,16750,72445.43,1,4,1,0,0,13,18946,Graduate,Public,Rocky Mtns,City: Small,City
Otero Junior College,136200,7,,0.4142,0.2287,,1361,5411,0.5375,5000,44490.58,2,2,1,0,0,33,10112,Associates,Public,Rocky Mtns,Town: Remote,Town
Everest College-Thornton,450700,7,,0.7368,0.6725,,330,3683,0.258983348,9373.5,65866.39,2,2,2,0,0,21,20351,Associates,Private non-profit,Rocky Mtns,Suburb: Large,Suburb
Pikes Peak Community College,889600,7,,0.4149,0.27,,9997,6368,0.629881155,4500,64755.59,2,2,1,0,0,21,9672,Associates,Public,Rocky Mtns,Suburb: Large,Suburb
Pueblo Community College,2116300,7,,0.5733,0.4251,,4654,6201,0.553448276,6500,47351.18,2,2,1,0,0,12,9268,Associates,Public,Rocky Mtns,City: Midsize,City
Red Rocks Community College,954300,7,,0.327,0.2813,,7520,6041,0.62962963,4875,72981.48,2,2,1,0,0,12,8203,Associates,Public,Rocky Mtns,City: Midsize,City
Regis University,136300,7,1092,0.2629,0.5277,0.657018023,5446,7193,0.661764706,18789,74280.35,1,4,2,0,0,11,23604,Graduate,Private non-profit,Rocky Mtns,City: Large,City
Rocky Mountain College of Art and Design,764900,7,,0.4966,0.686,,410,4023,0.725663717,9500,71949.72,1,4,3,0,0,12,27768,Graduate,Private for-profit,Rocky Mtns,City: Midsize,City
Montessori Education Center of the Rockies,3306300,7,,0.2667,0.3333,1,,,PrivacySuppressed,7800,67450.54,1,1,2,0,0,13,17300,Certificate,Private non-profit,Rocky Mtns,City: Small,City
Colorado State University-Pueblo,136500,7,970,0.3804,0.6629,0.958886371,5303,6546,0.741935484,12500,54713.6,1,4,1,0,0,12,12701,Graduate,Public,Rocky Mtns,City: Midsize,City
Pickens Technical College,1287500,7,,0.179,0,,765,,,PrivacySuppressed,68380.98,2,1,1,0,0,11,6507,Certificate,Public,Rocky Mtns,City: Large,City
Intellitec College-Colorado Springs,2253700,7,,0.6104,0.5071,,252,3744,0.402366864,13895,59761.06,2,2,3,0,0,11,15158,Associates,Private for-profit,Rocky Mtns,City: Large,City
Intellitec College-Grand Junction,3066900,7,,0.7039,0.7923,,156,2019,0.384848485,11388,47570.22,2,2,3,0,0,13,14333,Associates,Private for-profit,Rocky Mtns,City: Small,City
Trinidad State Junior College,136800,7,,0.4122,0.1778,,1921,6276,0.581749049,5500,42852.72,2,2,1,0,0,33,10280,Associates,Public,Rocky Mtns,Town: Remote,Town
Empire Beauty School-Thornton,757306,7,,0.6193,0.5739,,55,,0.481617647,8652,70084.56,2,1,3,0,0,21,14405,Certificate,Private for-profit,Rocky Mtns,Suburb: Large,Suburb
Western State Colorado University,137200,7,964,0.2542,0.5117,0.976088289,2325,6404,PrivacySuppressed,12000,68547.81,1,4,1,0,0,33,15530,Graduate,Public,Rocky Mtns,Town: Remote,Town
Albertus Magnus College,137400,1,,0.4968,0.8264,,1791,6729,0.585062241,22476,65065.75,1,4,2,0,0,12,26462,Graduate,Private non-profit,New England,City: Midsize,City
Paul Mitchell the School-Danbury,887300,1,,0.4176,0.5235,,45,,PrivacySuppressed,9833,88207.18,3,1,3,0,0,13,13866,Certificate,Private for-profit,New England,City: Small,City
Asnuntuck Community College,1115000,1,,0.3905,0.0936,,1850,8210,PrivacySuppressed,5500,75069.81,2,2,1,0,0,21,7054,Associates,Public,New England,Suburb: Large,Suburb
Branford Hall Career Institute-Branford Campus,2074000,1,,0.7439,0.6463,,557,,0.413213355,8373,64657.4,3,1,3,0,0,21,21000,Certificate,Private for-profit,New England,Suburb: Large,Suburb
Lincoln College of New England-Southington,940700,1,,0.5664,0.7748,,518,5141,0.67816092,14250,66169.63,1,3,3,0,0,21,25468,Bachelors,Private for-profit,New England,Suburb: Large,Suburb
University of Bridgeport,141600,1,926,0.4853,0.6994,0.517678651,1277,7516,0.762589928,18250,63241.6,1,4,2,0,0,12,24122,Graduate,Private non-profit,New England,City: Midsize,City
Central Connecticut State University,137800,1,1011,0.3533,0.5742,0.586691227,9443,9118,0.778489117,16144,75579.11,1,4,1,0,0,21,17291,Graduate,Public,New England,Suburb: Large,Suburb
Charter Oak State College,3234300,1,,0.3012,0.3857,,,,0.716049383,11293.5,63157.4,1,3,1,0,0,21,,Bachelors,Public,New England,Suburb: Large,Suburb
Connecticut Center for Massage Therapy-Newington,2316600,1,,0.6395,0.9501,,287,,0.632135307,7600,77193.98,3,1,3,0,0,21,20905,Certificate,Private for-profit,New England,Suburb: Large,Suburb
Connecticut College,137900,1,,0.1442,0.4073,0.399652644,1814,9833,0.962616822,21401,83703.47,1,4,2,0,0,13,30319,Graduate,Private non-profit,New England,City: Small,City
Porter and Chester Institute of Branford,730500,1,,0.6888,0.8636,,171,,0.39119171,9500,65494.05,3,1,3,0,0,21,21874,Certificate,Private for-profit,New England,Suburb: Large,Suburb
University of Connecticut,141700,1,1233,0.212,0.4969,0.53375,13251,12269,0.910939013,18750,80999.86,1,4,1,0,0,21,20023,Graduate,Public,New England,Suburb: Large,Suburb
Goodwin College,2244900,1,,0.5329,0.8275,,418,5190,0.552521008,13523,60483.49,1,3,2,0,0,13,18687,Bachelors,Private non-profit,New England,City: Small,City
Lincoln Technical Institute-East Windsor,730306,1,,0.6379,0.8121,,242,,0.426145136,11287,66746.33,3,1,3,0,0,41,15465,Certificate,Private for-profit,New England,Rural: Fringe,Rural
Eastern Connecticut State University,142500,1,,0.2967,0.6562,0.63556797,4821,8745,0.830875123,17000,76020.15,1,4,1,0,0,31,18745,Graduate,Public,New England,Town: Fringe,Town
Fairfield University,138500,1,,0.1261,0.5239,0.649670289,4173,10537,0.921296296,24000,93458.99,1,4,2,0,0,21,35893,Graduate,Private non-profit,New England,Suburb: Large,Suburb
Paul Mitchell the School-North Haven,2112700,1,,0.455,0.545,,67,,0.662857143,9833,71947.25,3,1,3,0,0,21,22910,Certificate,Private for-profit,New England,Suburb: Large,Suburb
Capital Community College,763500,1,,0.5794,0.0299,,3042,7734,0.733333333,4500,49809.92,2,2,1,0,0,12,10079,Associates,Public,New England,City: Midsize,City
Rensselaer Hartford Graduate Center Inc,280301,1,1368,,,0.418657053,,11610,0.970866715,27000,PrivacySuppressed,1,4,2,0,0,12,,Graduate,Private non-profit,New England,City: Midsize,City
American Institute-West Hartford,2106600,1,,0.7,0.6369,,259,,0.368088468,8749.5,55594.28,2,1,3,0,0,13,14277,Certificate,Private for-profit,New England,City: Small,City
Hartford Seminary,138700,1,,,,,,7037,,PrivacySuppressed,,1,4,2,0,0,12,,Graduate,Private non-profit,New England,City: Midsize,City
University of Hartford,142200,1,1050,0.2837,0.6757,0.635062612,5367,7624,0.827718961,18709.5,82221.8,1,4,2,0,0,12,29722,Graduate,Private non-profit,New England,City: Midsize,City
Holy Apostles College and Seminary,138900,1,,0.2222,0.2639,,68,2968,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,4,2,0,0,21,,Graduate,Private non-profit,New England,Suburb: Large,Suburb
Housatonic Community College,451300,1,,0.4849,0.0428,,3902,7222,0.568181818,4750,56902.3,2,2,1,0,0,12,4710,Associates,Public,New England,City: Midsize,City
Manchester Community College,139200,1,,0.3812,0.02,,5135,7869,PrivacySuppressed,2750,66292.01,2,2,1,0,0,21,4010,Associates,Public,New England,Suburb: Large,Suburb
Naugatuck Valley Community College,698200,1,,0.4248,0.0465,,5116,9062,0.866666667,3650,63783.19,2,2,1,0,0,22,6299,Associates,Public,New England,Suburb: Midsize,Suburb
Middlesex Community College,803800,1,,0.381,0.0476,,2309,7826,0.611111111,4141,70320.86,2,2,1,0,0,13,4732,Associates,Public,New England,City: Small,City
Mitchell College,139300,1,,0.3715,0.6298,0.736975858,621,7005,0.72392638,16500,79488.12,1,3,2,0,0,13,25815,Bachelors,Private non-profit,New England,City: Small,City
Three Rivers Community College,976500,1,,0.4572,0.0634,,3574,7666,0.827160494,5250,65707.64,2,2,1,0,0,13,4044,Associates,Public,New England,City: Small,City
Lincoln Technical Institute-New Britain,730300,1,,0.6779,0.8244,,288,,0.426145136,11287,67201.63,3,1,3,0,0,21,19238,Certificate,Private for-profit,New England,Suburb: Large,Suburb
New England Tractor Trailer Training School of Connecticut,2202500,1,,0.8617,0.9669,,169,,0.42092257,6333,58590,3,1,3,0,0,21,14585,Certificate,Private for-profit,New England,Suburb: Large,Suburb
University of New Haven,139700,1,1066,0.2579,0.6815,0.821176033,2537,9622,0.860856269,21500,77310.15,1,4,2,0,0,21,29933,Graduate,Private non-profit,New England,Suburb: Large,Suburb
Ridley-Lowell Business & Technical Institute-New London,2112300,1,,0.5434,0.5479,,88,,0.377723971,9500,60995.39,3,1,3,0,0,13,18992,Certificate,Private for-profit,New England,City: Small,City
Norwalk Community College,139900,1,,0.364,0.0042,,5377,8050,PrivacySuppressed,3480,79243,2,2,1,0,0,13,7211,Associates,Public,New England,City: Small,City
Northwestern Connecticut Community College,139800,1,,0.3259,0.0229,,1596,7828,PrivacySuppressed,3775,69156.25,2,2,1,0,0,31,5600,Associates,Public,New England,Town: Fringe,Town
Paier College of Art Inc,745900,1,,0.3411,0.6434,,282,3448,0.728813559,15000,76142.06,1,3,3,0,0,21,19525,Bachelors,Private for-profit,New England,Suburb: Large,Suburb
Porter and Chester Institute of Stratford,1077900,1,,0.6968,0.8087,,270,,0.441112717,9500,66273.98,3,1,3,0,0,13,23263,Certificate,Private for-profit,New England,City: Small,City
Post University,140100,1,893,0.4857,0.5478,0.811328613,1356,6109,0.72327044,7790.5,67090.63,1,4,3,0,0,22,37101,Graduate,Private for-profit,New England,Suburb: Midsize,Suburb
Quinebaug Valley Community College,1053000,1,,0.5167,0,,1347,8466,PrivacySuppressed,PrivacySuppressed,57717.18,2,2,1,0,0,21,6638,Associates,Public,New England,Suburb: Large,Suburb
Quinnipiac University,140200,1,1095,0.161,0.6048,0.737085074,4843,10796,0.910278746,22000,87986.1,1,4,2,0,0,21,35653,Graduate,Private non-profit,New England,Suburb: Large,Suburb
Sacred Heart University,140300,1,,0.1837,0.6188,0.589696512,4029,8667,0.871060172,19020.5,87263.76,1,4,2,0,0,21,37928,Graduate,Private non-profit,New England,Suburb: Large,Suburb
University of Saint Joseph,140900,1,932,0.3566,0.7335,0.926764314,1227,8002,0.857677903,23500,74607,1,4,2,1,0,13,23483,Graduate,Private non-profit,New England,City: Small,City
Gateway Community College,803700,1,,0.4655,0.0434,,4157,8531,0.790123457,3500,58495.06,2,2,1,0,0,12,6834,Associates,Public,New England,City: Midsize,City
St Vincent's College,619100,1,905,0.269,0.5686,0.853333333,265,6081,0.769230769,15000,70910.63,1,3,2,0,0,12,14462,Bachelors,Private non-profit,New England,City: Midsize,City
Southern Connecticut State University,140600,1,918,0.3726,0.6161,0.646000247,8080,8993,0.786266094,15738,74581.97,1,4,1,0,0,12,15240,Graduate,Public,New England,City: Midsize,City
Stone Academy-West Haven,1242500,1,,0.7566,0.649,,134,,0.387878788,8857,50340.56,3,1,3,0,0,21,17570,Certificate,Private for-profit,New England,Suburb: Large,Suburb
Tri-State College of Acupuncture,2546000,2,,,,,,3279,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,4,3,0,0,11,,Graduate,Private for-profit,Mid East,City: Large,City
Trinity College,141400,1,,0.1006,0.1036,0.33412604,2100,10336,0.88115942,19000,81265.21,1,4,2,0,0,12,30081,Graduate,Private non-profit,New England,City: Midsize,City
Tunxis Community College,976400,1,,0.3787,0.0477,,3412,8105,0.828947368,3500,64301.82,2,2,1,0,0,21,6769,Associates,Public,New England,Suburb: Large,Suburb
Wesleyan University,142400,1,,0.1817,0.3354,0.221950723,2722,11530,0.931098697,15788,82041.21,1,4,2,0,0,13,25290,Graduate,Private non-profit,New England,City: Small,City
Western Connecticut State University,138000,1,,0.3374,0.5597,0.572874881,4881,9347,0.820351759,16750,85742.06,1,4,1,0,0,13,17564,Graduate,Public,New England,City: Small,City
Yale University,142600,1,1498,0.1287,0.1039,0.067270803,5351,16516,0.913357401,13000,75345.96,1,4,2,0,0,12,20910,Graduate,Private non-profit,New England,City: Midsize,City
Margaret H Rollins School of Nursing at Beebe Medical Center,2125200,2,,0.3333,0.381,,39,,PrivacySuppressed,5500,58686.16,2,1,2,0,0,32,,Certificate,Private non-profit,Mid East,Town: Distant,Town
Dawn Career Institute LLC,3025800,2,,0.5853,0.6965,,72,,0.277597403,9500,64117.96,3,1,3,0,0,21,19723,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Delaware Technical Community College-Terry,1172700,2,,0.4124,0.1626,,1958,6827,0.769230769,3500,60121.66,2,2,1,0,0,13,7421,Associates,Public,Mid East,City: Small,City
Delaware State University,142800,2,892,0.4715,0.6523,0.444294313,2855,7202,0.541666667,19500,60801.87,1,4,1,0,0,13,16099,Graduate,Public,Mid East,City: Small,City
University of Delaware,143100,2,1198,0.1398,0.5213,0.665929826,16110,12188,0.890909091,21500,84189.75,1,4,1,0,0,21,15992,Graduate,Public,Mid East,Suburb: Large,Suburb
Goldey-Beacom College,142900,2,,0.3417,0.4696,0.441860465,1162,7529,0.776397516,14379,70369.91,1,4,2,0,0,21,14394,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
Schilling-Douglas School of Hair Design LLC,2190400,2,,0.5526,0.6158,,76,,0.525423729,7675,72468.65,3,1,3,0,0,21,13737,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Wesley College,143300,2,836,0.5253,0.8657,0.625524562,1513,7134,0.690666667,11000,70367.14,1,4,2,0,0,13,22675,Graduate,Private non-profit,Mid East,City: Small,City
Wilmington University,794800,2,,0.3319,0.4694,,3927,7643,0.624211854,13729,66924.87,1,4,2,0,0,21,15586,Graduate,Private non-profit,Mid East,Suburb: Large,Suburb
American University,143400,2,1252,0.1714,0.46,0.350164326,5701,11203,0.863348416,20500,81657.17,1,4,2,0,0,11,36480,Graduate,Private non-profit,Mid East,City: Large,City
Catholic University of America,143700,2,,0.1316,0.5557,0.785678518,2609,9742,0.876811594,23000,85196.61,1,4,2,0,0,11,35188,Graduate,Private non-profit,Mid East,City: Large,City
University of the District of Columbia,144100,2,,0.5315,0.4576,,5008,7100,0.571428571,10601,51576.54,1,4,1,0,0,11,18201,Graduate,Public,Mid East,City: Large,City
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,1280300,2,,,,,,3990,,PrivacySuppressed,,1,4,2,0,0,11,,Graduate,Private non-profit,Mid East,City: Large,City
Gallaudet University,144300,2,883,0.5247,0.42,0.619164619,1258,9996,0.715189873,11850,65746.56,1,4,2,0,0,11,14764,Graduate,Private non-profit,Mid East,City: Large,City
George Washington University,144400,2,1294,0.1451,0.399,0.464586379,8837,13364,0.910714286,21900,85677.46,1,4,2,0,0,11,33637,Graduate,Private non-profit,Mid East,City: Large,City
Georgetown University,144500,2,1416,0.126,0.2749,0.17239963,6418,13979,0.924722662,14750,82187.36,1,4,2,0,0,11,30580,Graduate,Private non-profit,Mid East,City: Large,City
Howard University,144800,2,1105,0.4901,0.837,0.490404274,6569,9092,0.489632107,22500,66680.2,1,4,2,0,0,11,24729,Graduate,Private non-profit,Mid East,City: Large,City
Strayer University-District of Columbia,145900,2,,0.5175,0.6888,,1213,8775,0.529604068,9704,66472.61,1,4,3,0,0,11,27322,Graduate,Private for-profit,Mid East,City: Large,City
National Conservatory of Dramatic Arts,2132800,2,,0.4359,0.6154,1,10,,PrivacySuppressed,14250,77779.88,2,1,2,0,0,11,8214,Certificate,Private non-profit,Mid East,City: Large,City
Trinity Washington University,146000,2,,0.6848,0.7986,0.940488842,895,6322,0.561497326,17500,60221.46,1,4,2,1,0,11,15921,Graduate,Private non-profit,Mid East,City: Large,City
Wesley Theological Seminary,146400,2,,,,,,9399,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,4,2,0,0,11,,Graduate,Private non-profit,Mid East,City: Large,City
Wyotech-Daytona,2346200,5,,0.6035,0.5374,,422,4080,0.403679654,10793.5,59867.06,2,2,2,0,0,41,29634,Associates,Private non-profit,South East,Rural: Fringe,Rural
The Art Institute of Fort Lauderdale,1019500,5,,0.6209,0.7536,,3145,5319,0.539651838,16842.5,60908.02,1,3,3,0,0,12,22764,Bachelors,Private for-profit,South East,City: Midsize,City
Atlantic Technical College,1226300,5,,0.1123,0,,1570,,,PrivacySuppressed,53779.01,2,1,1,0,0,21,16618,Certificate,Public,South East,Suburb: Large,Suburb
The Baptist College of Florida,2159600,5,946,0.6812,0.5983,0.52173913,549,4834,0.641025641,12918,50305.97,1,4,2,0,0,32,9118,Graduate,Private non-profit,South East,Town: Distant,Town
Barry University,146600,5,926,0.5093,0.6572,0.55059761,5777,7762,0.617627568,21500,58621.88,1,4,2,0,0,21,23635,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Bethune-Cookman University,146700,5,,0.772,0.8777,,2745,6430,0.464135021,18505,50783.25,1,4,2,0,0,13,17092,Graduate,Private non-profit,South East,City: Small,City
Lynn University,150500,5,999,0.1943,0.496,0.759681698,1817,5306,0.620853081,10000,78627.36,1,4,2,0,0,13,33586,Graduate,Private non-profit,South East,City: Small,City
Bradford-Union Technical Center,3382300,5,,0.4085,0,,294,,,PrivacySuppressed,44824,2,1,1,0,0,32,,Certificate,Public,South East,Town: Distant,Town
Eastern Florida State College,147000,5,,0.4143,0.2311,,13265,5981,0.560726447,6000,55236.03,1,3,1,0,0,21,6318,Bachelors,Public,South East,Suburb: Large,Suburb
Broward College,150000,5,,0.692,0.1788,,27389,6668,0.613891726,4350,58006.93,1,3,1,0,0,21,9436,Bachelors,Public,South East,Suburb: Large,Suburb
Carlos Albizu University-Miami,1072401,5,,0.5672,0.7082,0.820754717,103,6401,0.59437751,7500,45249.81,1,4,2,0,0,21,20511,Graduate,Private non-profit,South East,Suburb: Large,Suburb
College of Central Florida,147100,5,,0.5296,0.2568,,5230,6148,0.536363636,6874,44560.11,1,3,1,0,0,13,6924,Bachelors,Public,South East,City: Small,City
Johnson University Florida,349503,5,1009,0.5747,0.6968,0.504347826,222,6959,PrivacySuppressed,14250,59004.31,1,3,2,0,0,21,15850,Bachelors,Private non-profit,South East,Suburb: Large,Suburb
University of Central Florida,395400,5,1179,0.3858,0.4409,0.485747217,28252,9257,0.74870792,14500,62518.63,1,4,1,0,0,21,14221,Graduate,Public,South East,Suburb: Large,Suburb
Charlotte Technical College,2297000,5,,0.5676,0,,1276,,,PrivacySuppressed,49598.93,2,1,1,0,0,22,10633,Certificate,Public,South East,Suburb: Midsize,Suburb
Chipola College,147200,5,,0.399,0,,1845,5116,0.629032258,2700,43641.3,1,3,1,0,0,32,3569,Bachelors,Public,South East,Town: Distant,Town
Lorenzo Walker Technical College,1323400,5,,0.2517,0,,1607,,,PrivacySuppressed,60097,2,1,1,0,0,21,10869,Certificate,Public,South East,Suburb: Large,Suburb
Daytona State College,147500,5,,0.494,0.2677,,10420,6642,0.546052632,6000,49007.53,1,3,1,0,0,13,4986,Bachelors,Public,South East,City: Small,City
South University-West Palm Beach,1303904,5,,0.707,0.793,,381,6291,0.562656016,9500,55764.27,1,4,3,0,0,21,22671,Graduate,Private for-profit,South East,Suburb: Large,Suburb
Eckerd College,148700,5,1134,0.2165,0.6855,0.717174012,1572,6989,0.771875,20000,68211.73,1,3,2,0,0,12,31097,Bachelors,Private non-profit,South East,City: Midsize,City
Florida SouthWestern State College,147700,5,,0.3717,0.1989,,8919,6302,0.662092624,4500,56986.99,1,3,1,0,0,21,8958,Bachelors,Public,South East,Suburb: Large,Suburb
Edward Waters College,147800,5,781,0.816,0.8262,0.537130928,987,4892,0.304878049,10250,47937.99,1,3,2,0,0,11,11820,Bachelors,Private non-profit,South East,City: Large,City
Embry-Riddle Aeronautical University-Daytona Beach,147900,5,,0.2972,0.5263,0.711574697,11289,9099,0.855578371,12710,66671.2,1,4,2,0,0,13,30140,Graduate,Private non-profit,South East,City: Small,City
Florida Agricultural and Mechanical University,148000,5,966,0.6113,0.6765,0.514060357,10707,8287,0.550653595,23000,52786.24,1,4,1,0,0,12,11679,Graduate,Public,South East,City: Midsize,City
Florida Atlantic University,148100,5,1047,0.3958,0.3863,0.676784249,17496,8446,0.712536443,12000,63066.25,1,4,1,0,0,13,13427,Graduate,Public,South East,City: Small,City
