YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
2012,film director,2001/9/12,Media,George Lucas
2012,former governor of california,2010/1/12,Politician,Arnold Schwarzenegger
2012,Basketball player,2010/10/12,Athletics,Magic Johnson
2012,Film director,2010/11/12,Media,Paul Thomas Anderson
2012,author,10/15/12,Media,J. K. Rowling
2012,author,10/16/12,Media,Eugene Jarecki
2012,Statistician,10/17/12,Media,Nate Silver
2012,president,10/18/12,Politician,President Barack Obama
2012,actor,2010/2/12,Acting,Liam Neeson
2012,actor,10/22/12,Acting,D. L. Hughley
2012,actor,10/23/12,Acting,Gerard Butler
2012,military,10/24/12,Military,Dakota Meyer
2012,Minority Leader of the United States House of Representatives,10/25/12,Politician,Nancy Pelosi
2012,United States Senate member,2010/3/12,Politician,Rand Paul
2012,journalist,10/31/12,Media,Jon Ronson
2012,television host,2010/4/12,Media,Bill O'Reilly
2012,Musician,2010/8/12,Musician,Pete Townshend
2012,actor,2010/9/12,Acting,Ben Affleck
2012,journalist,2011/1/12,Media,Bob Woodruff
2012,Former Governor of Arkansas,2011/12/12,Politician,Mike Huckabee
2012,actor,11/13/12,Acting,Jason Sudeikis
2012,editor,11/14/12,Media,Jon Meacham
2012,legal analyst,11/15/12,Misc,Andrew Napolitano
2012,author,11/26/12,Media,David Nasaw
2012,business magnate,11/27/12,Business,Warren Buffett and Carol Loomis
2012,journalist,11/27/12,Media,Warren Buffett and Carol Loomis
2012,Singer-songwriter,11/28/12,Musician,Neil Young
2012,journalist,11/29/12,Media,Calvin Trillin
2012,Reporter,2011/5/12,Media,Martha Raddatz
2012,,2011/6/12,,Election Night: This Ends Now
2012,Statistician,2011/7/12,Media,Nate Silver
2012,film director,2011/8/12,Media,Katie Dellamaggiore and Pobo Efekoro
2012,chess player,2011/8/12,Misc,Katie Dellamaggiore and Pobo Efekoro
2012,canon,2012/10/12,Clergy,Bishop Gene Robinson
2012,actress,2012/11/12,Acting,Laura Linney
2012,us senator,2012/12/12,Politician,Cory Booker
2012,actress,12/13/12,Acting,Kristen Stewart
2012,actor,2012/3/12,Acting,Denis Leary
2012,Baseball player,2012/4/12,Athletics,R.A. Dickey
2012,former us senator,2012/5/12,Politician,Alan Simpson
2012,governor of new jersey,2012/6/12,Politician,Chris Christie
2012,actor,2002/1/12,Acting,Brad Pitt
2012,Journalist,2002/1/12,Media,Masha Gessen
2012,fbi agent,2/13/12,Government,Ali Soufan
2012,Comedian,2/14/12,Comedy,Ricky Gervais
2012,us representative,2/15/12,Politician,Louise Slaughter
2012,us secetary of education,2/16/12,Politician,Arne Duncan
2012,author,2002/2/12,Media,David Agus
2012,AUTHOR,2/20/12,Media,Alan Huffman & Michael Rejebian
2012,AUTHOR,2/20/12,Media,Alan Huffman & Michael Rejebian
2012,Former U.S. senator,2/21/12,Politician,Russ Feingold
2012,historian,2/22/12,Academic,Bruce Bartlett
2012,actor,2/23/12,Acting,Paul Rudd
2012,Astrophysicist,2/27/12,Science,Neil deGrasse Tyson
2012,Writer,2/28/12,Media,Stephen Merchant
2012,professor,2003/1/12,Academic,M. Cathleen Kaveny
2012,political advocate,2003/12/12,Advocacy,Grover Norquist
2012,actor,3/13/12,Acting,Will Ferrell
2012,Film actress,3/14/12,Acting,Rachel Weisz
2012,,3/15/12,,None
2012,Basketball player,3/26/12,Athletics,Shaquille O'Neal
2012,Journalist,3/27/12,Media,Maria Goodavage
2012,journalist,3/28/12,Media,Ahmed Rashid
2012,television host,3/29/12,Media,Rachel Maddow
2012,United States Secretary of Housing and Urban Development,2003/5/12,Politician,Shaun Donovan
2012,actress,2003/6/12,Acting,Julianne Moore
2012,activist,2003/7/12,Advocacy,Cecile Richards
2012,Author,2003/8/12,Media,Trita Parsi
2012,business magnate,2004/10/12,Business,Elon Musk
2012,Comedian,2004/11/12,Comedy,Ricky Gervais
2012,bassist,2004/12/12,Musician,Esperanza Spalding
2012,primatologist,4/16/12,Science,Jane Goodall
2012,actress,4/17/12,Acting,Julia Louis-Dreyfus
2012,Former United States Secretary of Labor,4/18/12,Politician,Robert Reich
2012,author,4/19/12,Media,Judy Smith
2012,Former President of the Maldives,2004/2/12,Politician,Mohamed Nasheed
2012,business person,4/23/12,Business,Ben Rattray
2012,Former United States Secretary of State,4/24/12,Politician,Madeleine Albright
2012,actor,4/25/12,Acting,Jason Segel
2012,Freelance writer,4/26/12,Media,Robert Draper
2012,Attorney,2004/3/12,Misc,Tom Goldstein
2012,Author,4/30/12,Media,Zach Wahls
2012,law professor,2004/4/12,Academic,Jack Goldsmith
2012,chef,2004/5/12,Misc,Anthony Bourdain
2012,Reporter,2004/9/12,Media,Tim Weiner
2012,author,2005/1/12,Media,David Barton
2012,Journalist,2005/10/12,Media,Robert Caro
2012,us senator,2005/2/12,Politician,Sen. Tom Coburn
2012,first lady,5/29/12,Politician,First Lady Michelle Obama
2012,Broadcaster,2005/3/12,Media,Peter Bergen
2012,journalist,5/30/12,Media,Dan Rather
2012,actor,5/31/12,Acting,Jim Parsons
2012,CHARACTER,2005/7/12,Comedy,"Admiral General Aladeen"""
2012,us permanent representative to nato,2005/8/12,Government,Ambassador Ivo Daalder
2012,priest,2005/9/12,Clergy,John R. Hall
2012,mayor of london,2006/11/12,Politician,Boris Johnson
2012,former us secretary of defense,2006/12/12,Politician,Colin Powell
2012,actress,6/13/12,Acting,Maggie Gyllenhaal
2012,actress,6/14/12,Acting,Catherine Zeta-Jones
2012,Journalist,6/18/12,Media,Parmy Olson
2012,actor,6/19/12,Acting,Denis Leary
2012,actor,6/20/12,Acting,Steve Carell
2012,satirist,6/21/12,Media,Bassem Youssef
2012,United States Senator,6/25/12,Politician,Marco Rubio
2012,television Series Creator,6/26/12,Media,Seth MacFarlane
2012,actor,6/27/12,Acting,Andrew Garfield
2012,Rock duo,6/28/12,Musician,Tenacious D
2012,author,2006/4/12,Media,Thomas Mann & Norman Ornstein
2012,author,2006/4/12,Media,Thomas Mann & Norman Ornstein
2012,former governor of new mexico,2006/5/12,Politician,Gary Johnson
2012,actor,2006/6/12,Acting,Michael Fassbender
2012,author,2006/7/12,Media,Edward Conard
2012,comedian,7/16/12,Comedy,Louis C.K.
2012,American football wide receiver,7/17/12,Athletics,Victor Cruz
2012,actress,7/18/12,Acting,Sigourney Weaver
2012,journalist,7/19/12,Media,E.J. Dionne
2012,journalist,7/23/12,Media,Fareed Zakaria
2012,actor,7/24/12,Acting,Matthew McConaughey
2012,economist,7/25/12,Academic,Joseph Stiglitz
2012,Stand-up comedian,7/26/12,Comedy,"Zach the Erect"" Galifianakis & Will Ferrell"""
2012,actor,7/26/12,Acting,"Zach the Erect"" Galifianakis & Will Ferrell"""
2012,actress,7/30/12,Acting,Rashida Jones
2012,economist,7/31/12,Academic,Dambisa Moyo
2012,journalist,2008/1/12,Media,Fred Guterl
2012,actor,8/13/12,Acting,Robert Pattinson
2012,Beach Volleyball Player,8/14/12,Athletics,Misty May-Treanor
2012,journalist,8/15/12,Media,Brian Williams
2012,actor,8/16/12,Acting,Rob Corddry
2012,actress,2008/2/12,Acting,Jessica Biel
2012,United States Senator,8/28/12,Politician,Marco Rubio
2012,author,8/29/12,Media,Herman Cain
2012,Former Lieutenant Governor of Maryland,8/30/12,Politician,Michael Steele
2012,,8/31/12,,none
2012,Consultant,2008/6/12,Political Aide,Tim Gunn
2012,Author,2008/7/12,Media,Saima Wahab
2012,comedian,2008/8/12,Comedy,Chris Rock
2012,author,2008/9/12,Media,Joanna Brooks
2012,Diplomat,9/17/12,Government,Kofi Annan
2012,Novelist,9/18/12,Media,Salman Rushdie
2012,Product line,9/19/12,Misc,Pink
2012,us president,9/20/12,Politician,Bill Clinton
2012,king,9/25/12,Politician,Abdullah II bin Al-Hussein
2012,actress,9/26/12,Acting,Olivia Wilde
2012,basketball player,9/27/12,Athletics,Amar'e Stoudemire
2012,Journalist,2009/4/12,Media,Tom Brokaw
2012,United States Senator,2009/5/12,Politician,Kirsten Gillibrand
2012,economist,2009/6/12,Academic,Austan Goolsbee
2012,,2009/7/12,,none
2013,actor,2001/10/13,Acting,Josh Brolin
2013,Musician,1/14/13,Musician,Roger Waters
2013,journalist,1/15/13,Media,Bob Schieffer
2013,actress,1/16/13,Acting,Jessica Chastain
2013,actress,1/17/13,Acting,Lena Dunham
2013,Associate Justice of the Supreme Court of the United States,1/21/13,Government,Sonia Sotomayor
2013,actress,1/22/13,Acting,Jennifer Lopez
2013,professor,1/23/13,Academic,Missy Cummings
2013,actor,1/24/13,Acting,Christopher Walken
2013,sportscaster,1/28/13,Media,Bob Costas
2013,actress,1/29/13,Acting,Melissa McCarthy
2013,former vice president,1/30/13,Politician,Al Gore
2013,actor,1/31/13,Acting,Jason Bateman
2013,actress,2001/7/13,Acting,Anne Hathaway
2013,armed forces officer,2001/8/13,Military,Stanley McChrystal
2013,actor,2001/9/13,Acting,Jeff Bridges
2013,actor,2010/1/13,Acting,David Mitchell
2013,biographer,2010/10/13,Media,Brian Jay Jones
2013,actress,2010/2/13,Acting,Sandra Bullock
2013,economist,10/21/13,Academic,Alan Greenspan
2013,Journalist,10/22/13,Media,Malcolm Gladwell
2013,columnist,10/23/13,Media,Charles Krauthammer
2013,actor,10/24/13,Acting,Chiwetel Ejiofor
2013,actor,10/28/13,Acting,Nick Offerman
2013,us representative,10/29/13,Politician,Debbie Wasserman Schultz
2013,actress,2010/3/13,Acting,Kerry Washington
2013,historian,10/30/13,Academic,Diane Ravitch
2013,author,10/31/13,Media,Mark Fainaru-Wada
2013,former hhs secretary,2010/7/13,Politician,Kathleen Sebelius
2013,activist,2010/8/13,Advocacy,Malala Yousafzai
2013,actor,2010/9/13,Acting,Michael Fassbender
2013,biographer,2011/11/13,Media,Doris Kearns Goodwin
2013,former us representative,2011/12/13,Politician,Joe Scarborough
2013,actor,11/13/13,Acting,Keegan-Michael Key and Jordan Peele
2013,actor,11/13/13,Acting,Keegan-Michael Key and Jordan Peele
2013,actor,11/14/13,Acting,Geoffrey Rush
2013,actress,11/18/13,Acting,Elizabeth Olsen
2013,comedian,11/19/13,Comedy,Bill Cosby
2013,Journalist,11/20/13,Media,Tom Brokaw
2013,actress,11/21/13,Acting,Jennifer Lawrence
2013,journalist,2011/4/13,Media,Bob Woodruff
2013,actor,2011/5/13,Acting,John Goodman
2013,author,2011/6/13,Media,Monique Brinson Demery
2013,Film actor,2011/7/13,Acting,Patrick Stewart
2013,actress,2012/10/13,Acting,Amy Adams
2013,Professor,2012/11/13,Academic,Reza Aslan
2013,actress,2012/12/13,Acting,Evangeline Lilly
2013,film director,12/16/13,Media,Haifaa al-Mansour
2013,businessman,12/17/13,Business,Erik Prince
2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2013,actor,12/19/13,Acting,Jonah Hill
2013,actor,2012/2/13,Acting,Ian McKellen
2013,actor,2012/3/13,Acting,Jared Leto
2013,film director,2012/4/13,Media,Jehane Noujaim
2013,journalist,2012/5/13,Media,Jorge Ramos
2013,author,2012/9/13,Media,Husain Haqqani
2013,white house sommunications director,2002/11/13,Political Aide,George Stephanopoulos
2013,Baseball player,2002/12/13,Athletics,Mike Piazza
2013,afghan politician,2/13/13,Politician,Fawzia Koofi
2013,United States Ambassador to the United Nations,2/14/13,Government,Susan Rice
2013,actress,2/19/13,Acting,Alison Brie
2013,author,2/20/13,Media,Helaine Olen
2013,Journalist,2/21/13,Media,Steven Brill
2013,singer,2/25/13,Musician,Donnie Wahlberg
2013,film director,2/26/13,Media,Lori Silverbush & Kristi Jacobson
2013,film director,2/26/13,Media,Lori Silverbush & Kristi Jacobson
2013,Filmmaker,2/27/13,Media,R. J. Cutler
2013,television host,2/28/13,Media,Rachel Maddow
2013,Educator,2002/4/13,Advocacy,Michelle Rhee
2013,police officer,2002/5/13,Government,Ray Kelly
2013,businessman,2002/6/13,Business,Ed Whitacre
2013,Attorney at law,2002/7/13,Misc,Neil Barofsky
2013,actor,3/25/13,Acting,Peter Dinklage
2013,Reporter,3/26/13,Media,Michael Moss
2013,actress,3/27/13,Acting,Eva Mendes
2013,journalist,3/28/13,Media,Denise Kiernan
2013,actor,2003/4/13,Acting,Paul Rudd
2013,Former Associate Justice of the Supreme Court of the United States,2003/5/13,Government,Sandra Day O'Connor
2013,Astrophysicist,2003/6/13,Science,Neil deGrasse Tyson
2013,Football coach,2003/7/13,Athletics,Tom Coughlin
2013,Author,2004/1/13,Media,Mary Roach
2013,Filmmaker,2004/10/13,Media,Ken Burns
2013,television actress,2004/11/13,Acting,Edie Falco
2013,actor,4/16/13,Acting,Tom Cruise
2013,Comedian,4/17/13,Comedy,Ricky Gervais
2013,Journalist,4/18/13,Media,Mark Mazzetti
2013,professor,2004/2/13,Academic,Jonathan Sperber
2013,actress,4/22/13,Acting,Christina Hendricks
2013,Novelist,4/23/13,Media,Salman Rushdie
2013,satirist,4/24/13,Media,Bassem Youssef
2013,Academic,4/25/13,Academic,Vali Nasr
2013,actor,4/29/13,Acting,Jon Hamm
2013,Executive,2004/3/13,Business,Sheryl Sandberg
2013,actor,4/30/13,Acting,Robert Downey Jr.
2013,film director,2004/4/13,Media,Danny Boyle
2013,former omb director,2004/8/13,Government,David Stockman
2013,former president,2004/9/13,Politician,Jimmy Carter
2013,former us senator,2005/1/13,Politician,Kay Bailey Hutchison
2013,director,5/13/13,Media,J. J. Abrams
2013,actor,5/14/13,Acting,Nathan Lane
2013,Former United States Senator,5/15/13,Politician,Olympia Snowe
2013,journalist,5/16/13,Media,George Packer
2013,author,2005/2/13,Media,Eric Greitens
2013,actress,5/20/13,Acting,Ellen Page
2013,Basketball Coach,5/21/13,Athletics,Phil Jackson
2013,television host,5/22/13,Media,Bill O' Reilly
2013,actor,5/23/13,Acting,Morgan Freeman
2013,journalist,2005/6/13,Media,Christiane Amanpour
2013,actress,2005/7/13,Acting,Mindy Kaling
2013,actress,2005/8/13,Acting,Carey Mulligan
2013,humorist,2005/9/13,Media,David Sedaris
2013,actor,2006/10/13,Acting,Seth Rogen
2013,satirist,2006/11/13,Media,Armando Iannucci
2013,Singer,2006/12/13,Musician,Mavis Staples
2013,journalist,6/13/13,Media,Fareed Zakaria
2013,actress,6/17/13,Acting,Linda Cardellini
2013,comedian,6/18/13,Comedy,Jim Gaffigan
2013,writer,6/19/13,Media,Dawn Porter
2013,Journalist,6/20/13,Media,Tom Brokaw
2013,actress,6/24/13,Acting,Maggie Gyllenhaal
2013,drummer,6/25/13,Musician,Questlove
2013,film director,6/26/13,Media,Josh Fox
2013,Attorney,6/27/13,Misc,Tom Goldstein
2013,filmmaker,2006/3/13,Media,Maxim Pozdorovkin & Mike Lerner
2013,filmmaker,2006/3/13,Media,Maxim Pozdorovkin & Mike Lerner
2013,journalist,2006/4/13,Media,Brian Williams
2013,speechwriter,2006/5/13,Political Aide,Jon Favreau
2013,,2006/6/13,,No Guest
2013,screenwriter,7/15/13,Media,Aaron Sorkin
2013,actor,7/16/13,Acting,Helen Mirren
2013,Professor,7/17/13,Academic,Reza Aslan
2013,Author,7/18/13,Media,Sarah Vowell
2013,comedian,7/22/13,Comedy,Louis C.K.
2013,diplomat,7/23/13,Government,Richard Haass
2013,actress,7/24/13,Acting,Shailene Woodley
2013,soccer manager,7/25/13,Athletics,Bob Bradley
2013,Journalist,7/29/13,Media,Mark Leibovich
2013,Consultant,7/30/13,Political Aide,Tim Gunn
2013,actor,7/31/13,Acting,Hank Azaria
2013,stand-up comedian,2008/1/13,Comedy,Colin Quinn
2013,United States Senate member,2008/12/13,Politician,Rand Paul
2013,film director,8/13/13,Media,Joshua Oppenheimer
2013,actor,8/14/13,Acting,Regis Philbin
2013,actor,8/15/13,Acting,Simon Pegg
2013,Fiction writer,2008/5/13,Media,Neal Thompson
2013,actor,2008/6/13,Acting,Liam Hemsworth
2013,actress,2008/7/13,Acting,Lake Bell
2013,United States Senator,2008/8/13,Politician,Kirsten Gillibrand
2013,journalist,2009/10/13,Media,Bill Dedman
2013,actor,2009/11/13,Acting,Bob Odenkirk & David Cross
2013,stand-up comedian,2009/11/13,Comedy,Bob Odenkirk & David Cross
2013,actor,2009/12/13,Acting,Billy Crystal
2013,Former United States Secretary of Labor,9/16/13,Politician,Robert Reich
2013,actor,9/17/13,Acting,Jake Gyllenhaal
2013,actor,9/18/13,Acting,Hugh Jackman
2013,coorespondant,9/19/13,Media,Chelsea Clinton
2013,Ethologist,9/24/13,Academic,Richard Dawkins
2013,rock band,9/25/13,Musician,Atoms for Peace
2013,actor,9/26/13,Acting,Robin Williams
2013,united nations official,2009/3/13,Government,Andrew Harper
2013,television host,9/30/13,Media,Bill O'Reilly
2013,Astrophysicist,2009/4/13,Science,Mario Livio
2013,actor,2009/5/13,Acting,Michael C. Hall
2013,Journalist,2009/9/13,Media,Sheri Fink
2014,television Director,1/13/14,Media,Roger Ross Williams
2014,Consultant,1/14/14,Political Aide,Tim Gunn
2014,United States Secretary of Defense,1/15/14,Politician,Robert Gates
2014,Journalist,1/16/14,Media,Steven Brill
2014,author,1/20/14,Media,Marilynne Roach
2014,author,1/21/14,Media,Theresa Payton
2014,broadcaster,1/22/14,Media,Hari Sreenivasan
2014,journalist,1/23/14,Media,Anjan Sundaram
2014,comedian,1/27/14,Comedy,Jeff Garlin
2014,comedian,1/28/14,Comedy,Louis C.K.
2014,stunt perfomrer,1/29/14,Acting,Johnny Knoxville
2014,Minority Leader of the United States House of Representatives,1/30/14,Politician,Nancy Pelosi
2014,actor,2001/6/14,Acting,Oscar Isaac
2014,actor,2001/7/14,Acting,Steve Coogan
2014,Director of the Consumer Financial Protection Bureau,2001/8/14,Government,Richard Cordray
2014,actress,2001/9/14,Acting,Scarlett Johansson
2014,actress,2010/1/14,Acting,Lena Dunham
2014,Columnist,10/13/14,Media,Matt Bai
2014,Stand-up comedian,10/14/14,Comedy,Zach Galifianakis
2014,television host,10/15/14,Media,Bill O'Reilly
2014,professor,10/16/14,Academic,Bryan Stevenson
2014,documentarian,2010/2/14,Media,Ben Steele
2014,Lawyer,10/27/14,Misc,Wendy Davis
2014,us representative,10/28/14,Politician,Joaquin Castro
2014,actor,10/29/14,Acting,Ellar Coltrane
2014,Rock band,10/30/14,Musician,Spoon
2014,surgeon,2010/6/14,Science,Atul Gawande
2014,Stand-up comedian,2010/7/14,Comedy,Wyatt Cenac
2014,former cia director,2010/8/14,Government,Leon Panetta
2014,actor,2010/9/14,Acting,Jeremy Renner
2014,musician,2011/10/14,Musician,Bruce Springsteen & Frank Caruso
2014,illustrator,2011/10/14,Media,Bruce Springsteen & Frank Caruso
2014,United States Ambassador to the United Nations,2011/11/14,Government,Samantha Power
2014,actor,2011/12/14,Acting,Steve Carell
2014,Journalist,11/13/14,Media,Maziar Bahari & Gael Garc??_a Bernal
2014,film actor,11/13/14,Acting,Maziar Bahari & Gael Garc??_a Bernal
2014,film director,11/17/14,Media,Laura Poitras
2014,actor,11/18/14,Acting,Benedict Cumberbatch
2014,actress,11/19/14,Acting,Jessica Chastain
2014,actor,11/20/14,Acting,Eddie Redmayne
2014,actor,2011/3/14,Acting,Jake Gyllenhaal
2014,RNC chairman,2011/4/14,Politician,Reince Priebus
2014,actor,2011/5/14,Acting,John Cleese
2014,journalist,2011/6/14,Media,James Risen
2014,legal analyst,2012/1/14,Misc,Andrew Napolitano
2014,Writer,2012/10/14,Media,Suki Kim
2014,Professional Wrestler,2012/11/14,Athletics,Mick Foley
2014,Film director,12/15/14,Media,Tim Burton
2014,Singer-songwriter,12/16/14,Musician,Paul McCartney
2014,actress,12/17/14,Acting,Anna Kendrick
2014,non profit director,2012/2/14,Advocacy,Sophie Delaunay
2014,musician,2012/3/14,Musician,Dave Grohl
2014,actress,2012/4/14,Acting,Angelina Jolie
2014,television writer,2012/8/14,Media,Norman Lear
2014,filmmaker,2012/9/14,Media,Kathryn Bigelow & Juan Zarate
2014,white house official,2012/9/14,Political Aide,Kathryn Bigelow & Juan Zarate
2014,actor,2002/10/14,Acting,Ty Burrell
2014,journalist,2002/11/14,Media,Elizabeth Kolbert
2014,actor,2002/12/14,Acting,Joel Kinnaman
2014,actor,2/18/14,Acting,Kevin Spacey
2014,film director,2/19/14,Media,David O. Russell
2014,activist,2/20/14,Advocacy,Ronan Farrow
2014,journalist,2/24/14,Media,Hooman Majd
2014,Futurist,2/25/14,Academic,Michio Kaku
2014,actor,2/26/14,Acting,Liam Neeson
2014,Writer,2/27/14,Media,Kevin Roose
2014,nyc mayor,2002/3/14,Politician,Bill de Blasio
2014,actress,2002/4/14,Acting,Elizabeth Banks
2014,actor,2002/5/14,Acting,George Clooney
2014,Reporter,2002/6/14,Media,Robyn Doolittle
2014,Choreographer,2003/10/14,Media,Paul Taylor
2014,legal analyst,2003/11/14,Misc,Andrew Napolitano
2014,actor,2003/12/14,Acting,Jason Bateman
2014,attorney,3/13/14,Misc,Anita Hill
2014,author,3/24/14,Media,Arianna Huffington
2014,author,3/25/14,Media,Amy Yates Wuelfing & Gibby Haynes
2014,musician,3/25/14,Musician,Amy Yates Wuelfing & Gibby Haynes
2014,actor,3/26/14,Acting,Jude Law
2014,Statistician,3/27/14,Media,Nate Silver
2014,television Series Creator,2003/3/14,Media,Seth MacFarlane
2014,actor,3/31/14,Acting,Peter Dinklage
2014,former us senator,2003/4/14,Politician,Jim DeMint
2014,television host,2003/5/14,Media,Rachel Maddow
2014,foreign policy analyst,2003/6/14,Academic,Kimberly Marten
2014,Author,2004/1/14,Media,Michael Lewis
2014,actress,2004/10/14,Acting,Jennifer Garner
2014,actor,2004/2/14,Acting,Samuel L. Jackson
2014,administrator,4/21/14,Government,Gina McCarthy
2014,us senator,4/22/14,Politician,Elizabeth Warren
2014,Broadcaster,4/23/14,Media,Robin Roberts
2014,Historian,4/24/14,Academic,Ramachandra Guha
2014,Coach,4/28/14,Athletics,Mookie Wilson
2014,Writer,4/29/14,Media,William D. Cohan
2014,Soccer player,2004/3/14,Athletics,Pel????
2014,professor,4/30/14,Academic,Martin Gilens & Benjamin Page
2014,professor,4/30/14,Academic,Martin Gilens & Benjamin Page
2014,Author,2004/7/14,Media,Matt Taibbi
2014,actor,2004/8/14,Acting,Denis Leary
2014,actor,2004/9/14,Acting,Colin Firth
2014,stand-up comedian,2005/1/14,Comedy,David Spade
2014,professor,2005/12/14,Academic,Martin Blaser
2014,Journalist,5/13/14,Media,Ron Suskind
2014,rock band,5/14/14,Musician,Blondie
2014,actor,5/15/14,Acting,Jim Parsons
2014,actor,5/19/14,Acting,James McAvoy
2014,chief technology officer of united states,5/20/14,Government,Aneesh Chopra
2014,Former United States Secretary of the Treasury,5/21/14,Politician,Timothy Geithner
2014,actress,5/22/14,Acting,Drew Barrymore
2014,Baseball player,2005/5/14,Athletics,Mariano Rivera
2014,author,2005/6/14,Media,Peter Schuck
2014,actor,2005/7/14,Acting,Seth Rogen
2014,journalist,2005/8/14,Media,Katie Couric
2014,Journalist,2006/10/14,Media,Sebastian Junger
2014,us senator,2006/11/14,Politician,Charles Schumer
2014,actor,2006/12/14,Acting,Christopher Walken
2014,businessman,6/16/14,Business,Howard Schultz
2014,journalist,6/17/14,Media,Daniel Schulman
2014,actor,6/18/14,Acting,Kevin Hart
2014,author,6/19/14,Media,Hamid Al-Bayati
2014,actor,2006/2/14,Acting,Robert De Niro
2014,comedian,6/23/14,Comedy,Bill Maher
2014,actress,6/24/14,Acting,Jennifer Esposito
2014,actress,6/25/14,Acting,Keira Knightley
2014,actress,6/26/14,Acting,Melissa McCarthy
2014,Comedian,2006/3/14,Comedy,Ricky Gervais
2014,journalist,2006/4/14,Media,Gihan Ibrahim
2014,actor,2006/5/14,Acting,Tom Cruise
2014,Lawyer,2006/9/14,Misc,Philip K. Howard
2014,writer,7/14/14,Media,Dahlia Lithwick
2014,former us secretary of state,7/15/14,Politician,Hillary Clinton
2014,comedian,7/16/14,Comedy,Jerry Seinfeld
2014,actress,7/17/14,Acting,Emma Stone
2014,journalist,7/21/14,Media,Sue Turton
2014,Film director,7/22/14,Media,Richard Linklater
2014,actor,7/23/14,Acting,George Takei
2014,journalist,7/24/14,Media,Fareed Zakaria
2014,Journalist,7/28/14,Media,Sonia Nazario
2014,journalist,7/29/14,Media,Sara Firth
2014,actress,7/30/14,Acting,Maggie Gyllenhaal
2014,actress,7/31/14,Acting,Aubrey Plaza
2014,professor,8/26/14,Academic,David L. Rose
2014,academic,8/27/14,Academic,Hassan Abbas
2014,Comedian,8/28/14,Comedy,Todd Glass
2014,actor,2008/4/14,Acting,Elisabeth Moss
2014,author,2008/5/14,Media,Helen Thorpe
2014,Composer,2008/6/14,Musician,Wu-Tang Clan
2014,TV Producer,2008/7/14,Media,Tracy Droz Tragos
2014,diplomat,2009/10/14,Government,Ban Ki-moon
2014,Talk show host,2009/11/14,Media,Tavis Smiley
2014,Filmmaker,9/15/14,Media,Ken Burns
2014,actor,9/16/14,Acting,Bill Hader
2014,Law professor,9/17/14,Academic,Zephyr Teachout
2014,us president,9/18/14,Politician,Bill Clinton
2014,Journalist,2009/2/14,Media,Ramita Navai
2014,journalist,9/22/14,Media,Jenny Nordberg
2014,military,9/23/14,Military,Tony Zinni
2014,non profit worker,9/24/14,Advocacy,Tia Torres
2014,Author,9/25/14,Media,Steven Johnson
2014,syrian politician,9/29/14,Politician,Hadi al-Bahra
2014,Documentary Filmmaker,2009/3/14,Media,Rory Kennedy
2014,actor,9/30/14,Acting,Ben Affleck
2014,singer-songwriter,2009/4/14,Musician,Adam Levine
2014,United States Senator,2009/9/14,Politician,Kirsten Gillibrand
2015,former president,2001/12/15,Politician,Jimmy Carter
2015,United States Senator,1/13/15,Politician,Marco Rubio
2015,actress,1/14/15,Acting,Julianne Moore
2015,actress,1/15/15,Acting,Sienna Miller
2015,Former Governor of Arkansas,1/19/15,Politician,Mike Huckabee
2015,actress,1/20/15,Acting,Jennifer Lopez
2015,actress,1/21/15,Acting,Anne Hathaway
2015,actress,1/22/15,Acting,Jennifer Aniston
2015,former mayor of san antonio,1/26/15,Politician,Julian Castro
2015,actor,1/28/15,Acting,Oscar Isaac
2015,Reporter,1/29/15,Media,Sarah Chayes
2015,Journalist,2001/5/15,Media,Steven Brill
2015,legal scholar,2001/6/15,Misc,Cass Sunstein
2015,director,2001/7/15,Media,Ava DuVernay
2015,actress,2001/8/15,Acting,Allison Williams
2015,former senior advisor to the presidnet,2002/10/15,Political Aide,David Axelrod
2015,actor,2002/11/15,Acting,Colin Firth
2015,actor,2002/2/15,Acting,Martin Short
2015,lawyer,2/23/15,Misc,Christine Lagarde
2015,Photojournalist,2/24/15,Media,Lynsey Addario
2015,television host,2/25/15,Media,Conan O'Brien
2015,actress,2/26/15,Acting,Olivia Wilde
2015,executive,2002/3/15,Business,Bill Browder
2015,author,2002/4/15,Media,Wes Moore
2015,actor,2002/5/15,Acting,Bob Odenkirk
2015,actress,2002/9/15,Acting,Patricia Arquette
2015,comedian,2003/10/15,Comedy,Abbi Jacobson
2015,hip-hop artist,2003/11/15,Musician,Common
2015,actor,2003/12/15,Acting,Rob Corddry
2015,journalist,3/16/15,Media,Andrew Cockburn
2015,actress,3/17/15,Acting,Amanda Seyfried
2015,actor,3/18/15,Acting,Kevin Hart
2015,actor,3/19/15,Acting,Will Ferrell
2015,actor,2003/2/15,Acting,Robert Smigel
2015,activist,3/23/15,Advocacy,Ayaan Hirsi Ali
2015,journalist,3/24/15,Media,Jon Ronson
2015,Film director,3/25/15,Media,Kirby Dick
2015,orca trainer,3/26/15,Athletics,John Hargrove
2015,actress,2003/3/15,Acting,Sigourney Weaver
